ts_code,ann_date,end_date,n_income,basic_eps
000692.SZ,20230429,20230331,-272674312.86,-0.4827
000692.SZ,20230831,20230630,-431310459.04,-0.7902
000692.SZ,20231028,20230930,-540458409.36,-0.9881
000692.SZ,20240430,20231231,975117055.26,1.8334
000692.SZ,20240430,20240331,-167422127.63,-0.3007
000692.SZ,20240828,20240630,-311472076.49,-0.5517
000692.SZ,20241028,20240930,-482823464.44,-0.8534
000692.SZ,20250429,20241231,-326940944.68,-0.6199
000692.SZ,20250430,20250331,-52761394.57,-0.0695
000692.SZ,20250826,20250630,-181218984.67,-0.2701
000692.SZ,20251029,20250930,-419339565.22,-0.5942
000692.SZ,20260429,20251231,-125762453.83,-0.1004
000692.SZ,20260429,20260331,83147946.72,0.0925
