ts_code,ann_date,end_date,n_income,basic_eps
920454.BJ,20230425,20230331,3366487.85,0.03
920454.BJ,20230822,20230630,10468444.74,0.1
920454.BJ,20231027,20230930,15648703.64,0.1489
920454.BJ,20240423,20231231,20983381.51,0.2
920454.BJ,20240423,20240331,3156986.06,0.03
920454.BJ,20240827,20240630,8787767.84,0.08
920454.BJ,20241029,20240930,14906390.96,0.1418
920454.BJ,20250422,20241231,22905838.0,0.22
920454.BJ,20250422,20250331,6471892.62,0.06
920454.BJ,20250812,20250630,14099449.69,0.14
920454.BJ,20251030,20250930,21504494.67,0.2064
920454.BJ,20260421,20251231,26841881.72,0.26
920454.BJ,20260421,20260331,7482372.73,0.07
