ts_code,ann_date,end_date,n_income,basic_eps
920392.BJ,20230428,20230331,1598953.76,0.03
920392.BJ,20230831,20230630,10666823.76,0.19
920392.BJ,20231031,20230930,17316387.99,0.31
920392.BJ,20240430,20231231,19551503.93,0.35
920392.BJ,20240430,20240331,2985619.16,0.06
920392.BJ,20240830,20240630,25142649.64,0.36
920392.BJ,20241031,20240930,44299610.96,0.55
920392.BJ,20250429,20241231,51500162.14,0.58
920392.BJ,20250429,20250331,11208038.72,0.09
920392.BJ,20250827,20250630,22500442.17,0.14
920392.BJ,20251029,20250930,35738851.63,0.22
920392.BJ,20260430,20251231,46661223.33,0.27
920392.BJ,20260430,20260331,8751091.07,0.04
