ts_code,ann_date,end_date,n_income,basic_eps
002409.SZ,20230428,20230331,174015143.36,0.3656
002409.SZ,20230828,20230630,346967940.12,0.729
002409.SZ,20231031,20230930,502205356.12,1.0098
002409.SZ,20240426,20231231,600117344.71,1.2176
002409.SZ,20240426,20240331,250366108.23,0.5167
002409.SZ,20240828,20240630,530319864.12,1.0916
002409.SZ,20241028,20240930,753512049.08,1.5733
002409.SZ,20250428,20241231,841682472.52,1.8313
002409.SZ,20250430,20250331,267816764.05,0.5469
002409.SZ,20250828,20250630,570429148.44,1.0985
002409.SZ,20251031,20250930,863676680.1,1.6728
002409.SZ,20260428,20251231,1029579179.55,2.1018
002409.SZ,20260428,20260331,298935474.3,0.5604
