ts_code,ann_date,end_date,n_income,basic_eps
603908.SH,20230427,20230331,28877223.56,0.43
603908.SH,20230830,20230630,97008421.08,1.45
603908.SH,20231031,20230930,110021354.27,1.65
603908.SH,20240430,20231231,106796937.49,1.61
603908.SH,20240430,20240331,31558117.02,0.47
603908.SH,20240830,20240630,79144338.48,1.19
603908.SH,20241031,20240930,92425137.44,1.23
603908.SH,20250429,20241231,83761592.54,0.9
603908.SH,20250429,20250331,30690464.9,0.33
603908.SH,20250830,20250630,47210079.54,0.51
603908.SH,20251031,20250930,36646160.93,0.39
603908.SH,20260428,20251231,-34188371.41,-0.37
603908.SH,20260428,20260331,20471124.75,0.22
