ts_code,ann_date,end_date,n_income,basic_eps
603836.SH,20230428,20230331,30697722.45,0.15
603836.SH,20230829,20230630,71503699.16,0.34
603836.SH,20231028,20230930,87834886.83,0.42
603836.SH,20240418,20231231,155960878.97,0.74
603836.SH,20240429,20240331,31111009.42,0.15
603836.SH,20240828,20240630,71886950.06,0.35
603836.SH,20241029,20240930,85861752.23,0.41
603836.SH,20250418,20241231,86968314.87,0.41
603836.SH,20250426,20250331,-8806473.92,-0.05
603836.SH,20250826,20250630,15555066.45,0.09
603836.SH,20251028,20250930,31616219.26,0.17
603836.SH,20260418,20251231,26465659.9,0.13
603836.SH,20260425,20260331,12385656.78,0.06
