ts_code,ann_date,end_date,n_income,basic_eps
688365.SH,20230428,20230331,-18389198.4,-0.04
688365.SH,20230826,20230630,-43148048.85,-0.11
688365.SH,20231031,20230930,-90599524.08,-0.22
688365.SH,20240426,20231231,-18285574.85,-0.04
688365.SH,20240426,20240331,-16233499.93,-0.03
688365.SH,20240824,20240630,-35998792.62,-0.08
688365.SH,20241026,20240930,-58545101.19,-0.13
688365.SH,20250426,20241231,-85627612.77,-0.19
688365.SH,20250426,20250331,-15167400.14,-0.03
688365.SH,20250823,20250630,-14671633.75,-0.03
688365.SH,20251025,20250930,-19983268.71,-0.04
688365.SH,20260425,20251231,-26561445.34,-0.06
688365.SH,20260425,20260331,4035876.43,0.01
