ts_code,ann_date,end_date,n_income,basic_eps
300427.SZ,20230429,20230331,38809483.81,0.1173
300427.SZ,20230830,20230630,23864664.48,0.0803
300427.SZ,20231027,20230930,-54821601.5,-0.1323
300427.SZ,20240429,20231231,-474192151.73,-1.2685
300427.SZ,20240429,20240331,-33834778.71,-0.0906
300427.SZ,20240830,20240630,6402747.15,0.0229
300427.SZ,20241029,20240930,-56505990.57,-0.1341
300427.SZ,20250422,20241231,-352598282.95,-0.9166
300427.SZ,20250428,20250331,15287101.54,0.0304
300427.SZ,20250828,20250630,18771291.4,0.0375
300427.SZ,20251029,20250930,62099778.84,0.1225
300427.SZ,20260428,20251231,-18930212.18,-0.0377
300427.SZ,20260428,20260331,3595277.11,0.007
