ts_code,ann_date,end_date,n_income,basic_eps
920553.BJ,20230428,20230331,4647250.81,0.02
920553.BJ,20230824,20230630,15663893.8,0.07
920553.BJ,20231028,20230930,28420549.22,0.13
920553.BJ,20240326,20231231,37213758.26,0.16
920553.BJ,20240427,20240331,1218032.04,0.0
920553.BJ,20240827,20240630,10553687.9,0.04
920553.BJ,20241029,20240930,18973945.92,0.08
920553.BJ,20250328,20241231,27021174.57,0.11
920553.BJ,20250429,20250331,-1579387.83,-0.01
920553.BJ,20250828,20250630,21192447.51,0.12
920553.BJ,20251030,20250930,27718046.67,0.14
920553.BJ,20260331,20251231,33530281.17,0.16
920553.BJ,20260430,20260331,4250493.03,0.0164
