ts_code,ann_date,end_date,n_income,basic_eps
300087.SZ,20230425,20230331,37588549.11,0.0463
300087.SZ,20230826,20230630,64075028.12,0.04
300087.SZ,20231027,20230930,9308884.24,0.0112
300087.SZ,20240323,20231231,363745491.09,0.29
300087.SZ,20240425,20240331,16766262.77,0.0187
300087.SZ,20240827,20240630,-26847494.47,-0.02
300087.SZ,20241026,20240930,-119268802.6,-0.089
300087.SZ,20250430,20241231,168502061.45,0.12
300087.SZ,20250430,20250331,-16847296.05,0.0023
300087.SZ,20250828,20250630,-76361488.44,-0.04
300087.SZ,20251030,20250930,-254891246.58,-0.19
300087.SZ,20260425,20251231,-171289524.27,-0.22
300087.SZ,20260425,20260331,-3154047.75,0.012
