ts_code,ann_date,end_date,n_income,basic_eps
603693.SH,20230426,20230331,208422687.36,0.2
603693.SH,20230829,20230630,401784041.45,0.38
603693.SH,20231028,20230930,442705519.34,0.43
603693.SH,20240425,20231231,546261406.88,0.53
603693.SH,20240425,20240331,309173548.86,0.28
603693.SH,20240828,20240630,349062864.06,0.33
603693.SH,20241030,20240930,520783502.13,0.48
603693.SH,20250423,20241231,497563008.34,0.47
603693.SH,20250423,20250331,191982075.39,0.18
603693.SH,20250827,20250630,324603057.42,0.32
603693.SH,20251029,20250930,455317147.26,0.44
603693.SH,20260425,20251231,599000310.56,0.57
603693.SH,20260425,20260331,126674979.92,0.12
