ts_code,ann_date,end_date,n_income,basic_eps
301053.SZ,20230428,20230331,9530230.7,0.11
301053.SZ,20230830,20230630,12915328.05,0.13
301053.SZ,20231024,20230930,22510026.86,0.21
301053.SZ,20240422,20231231,23230500.19,0.22
301053.SZ,20240429,20240331,13849810.15,0.16
301053.SZ,20240829,20240630,22517049.4,0.28
301053.SZ,20241029,20240930,35643199.96,0.43
301053.SZ,20250423,20241231,48632091.76,0.59
301053.SZ,20250429,20250331,13404077.73,0.15
301053.SZ,20250829,20250630,13417281.1,0.17
301053.SZ,20251030,20250930,14747274.18,0.18
301053.SZ,20260429,20251231,14837239.45,0.2
301053.SZ,20260429,20260331,18198535.02,0.2
