ts_code,ann_date,end_date,n_income,basic_eps
920305.BJ,20230428,20230331,-11137050.33,-0.08
920305.BJ,20230829,20230630,-16627664.6,-0.13
920305.BJ,20231031,20230930,-20556751.74,-0.16
920305.BJ,20240411,20231231,-60120358.78,-0.45
920305.BJ,20240427,20240331,-855140.23,-0.01
920305.BJ,20240829,20240630,-16857229.15,-0.13
920305.BJ,20241030,20240930,-30202211.77,-0.23
920305.BJ,20250430,20241231,-174081719.02,-1.32
920305.BJ,20250430,20250331,-7590124.74,-0.06
920305.BJ,20250823,20250630,-21368549.48,-0.16
920305.BJ,20251029,20250930,-31650669.26,-0.24
920305.BJ,20260430,20251231,-146596207.17,-1.11
920305.BJ,20260430,20260331,-5614009.63,-0.04
