ts_code,ann_date,end_date,n_income,basic_eps
605376.SH,20230428,20230331,1801236.09,0.01
605376.SH,20230818,20230630,16862181.36,0.06
605376.SH,20231027,20230930,12843899.52,0.05
605376.SH,20240427,20231231,-32311146.15,-0.12
605376.SH,20240427,20240331,15578818.6,0.06
605376.SH,20240822,20240630,54577371.41,0.21
605376.SH,20241026,20240930,85079003.45,0.33
605376.SH,20250419,20241231,87475904.71,0.33
605376.SH,20250430,20250331,47866169.95,0.18
605376.SH,20250822,20250630,105521549.31,0.4
605376.SH,20251028,20250930,151584153.31,0.58
605376.SH,20260418,20251231,219187631.7,0.84
605376.SH,20260429,20260331,71626312.6,0.27
