ts_code,ann_date,end_date,n_income,basic_eps
920195.BJ,20230428,20230331,23238817.9,0.23
920195.BJ,20230830,20230630,48491365.51,0.51
920195.BJ,20231027,20230930,70294389.91,0.72
920195.BJ,20240430,20231231,83497612.97,0.85
920195.BJ,20240430,20240331,5211736.86,0.06
920195.BJ,20240829,20240630,20586790.06,0.21
920195.BJ,20241030,20240930,44888071.33,0.44
920195.BJ,20250429,20241231,66797313.66,0.66
920195.BJ,20250429,20250331,24989520.55,0.24
920195.BJ,20250826,20250630,40191775.6,0.4
920195.BJ,20251029,20250930,81537109.57,0.82
920195.BJ,20260429,20251231,113948681.28,1.14
920195.BJ,20260429,20260331,14410666.61,0.14
