ts_code,ann_date,end_date,n_income,basic_eps
301557.SZ,20230413,20230331,,
301557.SZ,20241202,20230930,52357800.0,
301557.SZ,20250214,20231231,82603444.16,2.49
301557.SZ,20250214,20240630,45524691.58,1.37
301557.SZ,20241202,20240930,71088000.0,
301557.SZ,20250214,20241231,105231388.57,3.17
301557.SZ,20250425,20250331,11010047.74,0.3
301557.SZ,20250828,20250630,34492960.75,0.85
301557.SZ,20251029,20250930,56895551.27,1.36
301557.SZ,20260428,20251231,88895212.0,2.09
301557.SZ,20260428,20260331,-5084856.18,-0.11
