ts_code,ann_date,end_date,n_income,basic_eps
600336.SH,20230429,20230331,35848172.19,0.038
600336.SH,20230824,20230630,82687324.02,0.0941
600336.SH,20231028,20230930,115683434.28,0.1358
600336.SH,20240427,20231231,65963490.35,0.07
600336.SH,20240427,20240331,34186328.08,0.0401
600336.SH,20240828,20240630,51364469.24,0.0627
600336.SH,20241030,20240930,5163201.82,0.0035
600336.SH,20250430,20241231,-47781797.25,-0.06
600336.SH,20250430,20250331,41245530.59,0.0518
600336.SH,20250823,20250630,34517071.31,0.0474
600336.SH,20251029,20250930,-16157157.12,-0.0114
600336.SH,20260423,20251231,-229575893.25,-0.27
600336.SH,20260429,20260331,36675838.51,0.047
