ts_code,ann_date,end_date,n_income,basic_eps
920656.BJ,20230629,20230331,21172619.7,0.35
920656.BJ,20230817,20230630,53965557.28,0.9
920656.BJ,20231207,20230930,66783324.3,1.11
920656.BJ,20240427,20231231,84755693.84,1.41
920656.BJ,20240427,20240331,16766047.65,0.21
920656.BJ,20240829,20240630,23449034.92,0.31
920656.BJ,20241030,20240930,33329362.29,0.43
920656.BJ,20250426,20241231,50750223.4,0.65
920656.BJ,20250426,20250331,13260903.85,0.17
920656.BJ,20250822,20250630,30325906.98,0.3
920656.BJ,20251028,20250930,49047356.7,0.49
920656.BJ,20260417,20251231,69456983.52,0.69
920656.BJ,20260417,20260331,20092479.96,0.2
