ts_code,ann_date,end_date,n_income,basic_eps
600331.SH,20230429,20230331,9067994.24,0.0045
600331.SH,20230831,20230630,-66520840.78,-0.0327
600331.SH,20231028,20230930,-68967387.0,-0.034
600331.SH,20240430,20231231,-95800164.33,-0.0472
600331.SH,20240430,20240331,-5470514.62,-0.0027
600331.SH,20240831,20240630,58346514.34,0.0287
600331.SH,20241031,20240930,21297750.21,0.0105
600331.SH,20250329,20241231,36113834.81,0.0178
600331.SH,20250430,20250331,-35928145.61,-0.0177
600331.SH,20250830,20250630,-74994580.55,-0.0369
600331.SH,20251031,20250930,-46696444.53,-0.0209
600331.SH,20260324,20251231,-74308656.41,-0.0318
600331.SH,20260430,20260331,-33704199.99,-0.0128
