ts_code,ann_date,end_date,n_income,basic_eps
688599.SH,20230427,20230331,1842363921.86,0.81
688599.SH,20230830,20230630,3785639928.49,1.63
688599.SH,20231028,20230930,5512264071.2,2.34
688599.SH,20240426,20231231,5997703568.92,2.55
688599.SH,20240426,20240331,502568262.54,0.24
688599.SH,20240831,20240630,566396166.58,0.24
688599.SH,20241031,20240930,-754557805.15,-0.39
688599.SH,20250430,20241231,-3373331212.26,-1.59
688599.SH,20250430,20250331,-1264175312.23,-0.61
688599.SH,20250823,20250630,-2845320424.96,-1.34
688599.SH,20251031,20250930,-4137641222.78,-1.95
688599.SH,20260430,20251231,-7068341653.41,-3.24
688599.SH,20260430,20260331,-261861196.93,-0.12
